x,y,title,artist,year,cluster,shelf_no,index,description,hover_text,color
7.2393017,-12.720064,Agon II,Andreas Steinbrecher,2022,4,7.0,0043,,<b>Agon II</b><br>Artist: Andreas Steinbrecher<br>Year: 2022<br>Cluster: 4<br>Shelf: 7.0<br>ID: 0043,"rgb(128,177,211)"
6.3151073,3.3558931,"Rose, Haiti ",Barbara Schwehn,2022,2,3.0,0383,,"<b>Rose, Haiti </b><br>Artist: Barbara Schwehn<br>Year: 2022<br>Cluster: 2<br>Shelf: 3.0<br>ID: 0383","rgb(190,186,218)"
1.4768876,-1.1042744,Kleiner Polyeder,Heike Michaela Walter,2004,4,7.0,0142,,<b>Kleiner Polyeder</b><br>Artist: Heike Michaela Walter<br>Year: 2004<br>Cluster: 4<br>Shelf: 7.0<br>ID: 0142,"rgb(128,177,211)"
-12.246633,16.192501,"Mannheim, Seckenheim-Hochstätt, Mensch mit Hund, Januar 2023",Lennart Pimpl,2023,2,3.0,0027,,"<b>Mannheim, Seckenheim-Hochstätt, Mensch mit Hund, Januar 2023</b><br>Artist: Lennart Pimpl<br>Year: 2023<br>Cluster: 2<br>Shelf: 3.0<br>ID: 0027","rgb(190,186,218)"
0.65235186,31.582466,pissing on a finish line,Madlin Bentlage,2025,4,2.0,0389,,<b>pissing on a finish line</b><br>Artist: Madlin Bentlage<br>Year: 2025<br>Cluster: 4<br>Shelf: 2.0<br>ID: 0389,"rgb(128,177,211)"
0.65235186,31.582466,pissing on a finish line,Madlin Bentlage,2025,5,8.0,0389,,<b>pissing on a finish line</b><br>Artist: Madlin Bentlage<br>Year: 2025<br>Cluster: 5<br>Shelf: 8.0<br>ID: 0389,"rgb(253,180,98)"
4.3052106,-6.8207154,Krippe ,Anna Francesca Fuhrich,2024,5,8.0,0311,,<b>Krippe </b><br>Artist: Anna Francesca Fuhrich<br>Year: 2024<br>Cluster: 5<br>Shelf: 8.0<br>ID: 0311,"rgb(253,180,98)"
10.186717,0.993968,# (untitled),Deniz Ahmet Saridas,2023,4,7.0,0054,,<b># (untitled)</b><br>Artist: Deniz Ahmet Saridas<br>Year: 2023<br>Cluster: 4<br>Shelf: 7.0<br>ID: 0054,"rgb(128,177,211)"
-4.5683885,26.251974,nursing,Paula Rinderle,2025,3,4.0,0390,,<b>nursing</b><br>Artist: Paula Rinderle<br>Year: 2025<br>Cluster: 3<br>Shelf: 4.0<br>ID: 0390,"rgb(251,128,114)"
-4.5686407,26.252045,nursing,Paula Rinderle,2025,1,9.0,0390,,<b>nursing</b><br>Artist: Paula Rinderle<br>Year: 2025<br>Cluster: 1<br>Shelf: 9.0<br>ID: 0390,"rgb(255,255,179)"
-1.9366115,23.2788,Mystery Vase,Manuel Boden,2024,2,3.0,0087,,<b>Mystery Vase</b><br>Artist: Manuel Boden<br>Year: 2024<br>Cluster: 2<br>Shelf: 3.0<br>ID: 0087,"rgb(190,186,218)"
13.368568,-19.906685,"Untitled (Kringe, braun)",Franziska Frings,2021,2,3.0,0071,,"<b>Untitled (Kringe, braun)</b><br>Artist: Franziska Frings<br>Year: 2021<br>Cluster: 2<br>Shelf: 3.0<br>ID: 0071","rgb(190,186,218)"
1.3812412,-11.2348995,Auffahrt,Andreas Steinbrecher,2020,4,7.0,0008,,<b>Auffahrt</b><br>Artist: Andreas Steinbrecher<br>Year: 2020<br>Cluster: 4<br>Shelf: 7.0<br>ID: 0008,"rgb(128,177,211)"
11.493366,-5.4107165, o. T. ,Sophie Isabel Urban,2024,1,1.0,0413,,<b> o. T. </b><br>Artist: Sophie Isabel Urban<br>Year: 2024<br>Cluster: 1<br>Shelf: 1.0<br>ID: 0413,"rgb(255,255,179)"
11.960885,-4.97037,o. T. ,Sophie Isabel Urban,2024,1,1.0,0414,,<b>o. T. </b><br>Artist: Sophie Isabel Urban<br>Year: 2024<br>Cluster: 1<br>Shelf: 1.0<br>ID: 0414,"rgb(255,255,179)"
12.559387,-3.918939,Kachel 02,Sophie Isabel Urban,2024,1,1.0,0415,,<b>Kachel 02</b><br>Artist: Sophie Isabel Urban<br>Year: 2024<br>Cluster: 1<br>Shelf: 1.0<br>ID: 0415,"rgb(255,255,179)"
15.014869,-2.0101502,Ornament 02,Sophie Isabel Urban,2024,1,1.0,0416,,<b>Ornament 02</b><br>Artist: Sophie Isabel Urban<br>Year: 2024<br>Cluster: 1<br>Shelf: 1.0<br>ID: 0416,"rgb(255,255,179)"
-8.485617,20.923756,Airplaine 1-2-3,Konstantine Kakabadze,2022,4,2.0,0213,,<b>Airplaine 1-2-3</b><br>Artist: Konstantine Kakabadze<br>Year: 2022<br>Cluster: 4<br>Shelf: 2.0<br>ID: 0213,"rgb(128,177,211)"
-6.5890727,22.172403,TfR,Paulina Hoffmann,2023,3,4.0,0056,,<b>TfR</b><br>Artist: Paulina Hoffmann<br>Year: 2023<br>Cluster: 3<br>Shelf: 4.0<br>ID: 0056,"rgb(251,128,114)"
-1.8626552,26.662323,Misstrauen,Helene Kuschnarew,2022,2,3.0,0005,,<b>Misstrauen</b><br>Artist: Helene Kuschnarew<br>Year: 2022<br>Cluster: 2<br>Shelf: 3.0<br>ID: 0005,"rgb(190,186,218)"
9.582405,-6.093211,o.T. ,Paulina Hoffmann,2023,3,4.0,0057,,<b>o.T. </b><br>Artist: Paulina Hoffmann<br>Year: 2023<br>Cluster: 3<br>Shelf: 4.0<br>ID: 0057,"rgb(251,128,114)"
18.75835,-19.885239,Baby-Wave,Franziska Frings,2022,3,4.0,0067,,<b>Baby-Wave</b><br>Artist: Franziska Frings<br>Year: 2022<br>Cluster: 3<br>Shelf: 4.0<br>ID: 0067,"rgb(251,128,114)"
9.123528,-5.142667,MmS5,Paulina Hoffmann,2023,3,4.0,0058,,<b>MmS5</b><br>Artist: Paulina Hoffmann<br>Year: 2023<br>Cluster: 3<br>Shelf: 4.0<br>ID: 0058,"rgb(251,128,114)"
-8.019514,-12.464624,SOLBATEMIM editions,Simon Wienk-Borgert,2023–24,3,4.0,0178,,<b>SOLBATEMIM editions</b><br>Artist: Simon Wienk-Borgert<br>Year: 2023–24<br>Cluster: 3<br>Shelf: 4.0<br>ID: 0178,"rgb(251,128,114)"
16.667246,-16.957397,Mixed,Franziska Frings,,3,4.0,0063,,<b>Mixed</b><br>Artist: Franziska Frings<br>Year: nan<br>Cluster: 3<br>Shelf: 4.0<br>ID: 0063,"rgb(251,128,114)"
-6.8333673,26.08075,Brand,Paula Rinderle,2022,3,4.0,0062,,<b>Brand</b><br>Artist: Paula Rinderle<br>Year: 2022<br>Cluster: 3<br>Shelf: 4.0<br>ID: 0062,"rgb(251,128,114)"
8.182763,-8.115968,o.T.,Manuel Boden,2023,3,4.0,0090,,<b>o.T.</b><br>Artist: Manuel Boden<br>Year: 2023<br>Cluster: 3<br>Shelf: 4.0<br>ID: 0090,"rgb(251,128,114)"
-4.364138,-15.578914,Oh come heavy sleep,Tabea Borchardt,2019,3,4.0,0215,,<b>Oh come heavy sleep</b><br>Artist: Tabea Borchardt<br>Year: 2019<br>Cluster: 3<br>Shelf: 4.0<br>ID: 0215,"rgb(251,128,114)"
10.1288805,-16.80816,Hidden Self Traveling Item,Julian Westermann,2024,3,4.0,0267,,<b>Hidden Self Traveling Item</b><br>Artist: Julian Westermann<br>Year: 2024<br>Cluster: 3<br>Shelf: 4.0<br>ID: 0267,"rgb(251,128,114)"
17.087381,2.3295443,THERE IS NO U IN TEAM ,Jung Yun Jang,2025,3,4.0,0421,,<b>THERE IS NO U IN TEAM </b><br>Artist: Jung Yun Jang<br>Year: 2025<br>Cluster: 3<br>Shelf: 4.0<br>ID: 0421,"rgb(251,128,114)"
14.278439,9.212659,eyes of women (statue of liberty),Jung Yun Jang,2023,3,4.0,0424,,<b>eyes of women (statue of liberty)</b><br>Artist: Jung Yun Jang<br>Year: 2023<br>Cluster: 3<br>Shelf: 4.0<br>ID: 0424,"rgb(251,128,114)"
15.481281,9.043808,eyes go women (medusa),Jung Yun Jang,2024,3,4.0,0425,,<b>eyes go women (medusa)</b><br>Artist: Jung Yun Jang<br>Year: 2024<br>Cluster: 3<br>Shelf: 4.0<br>ID: 0425,"rgb(251,128,114)"
-14.392489,-0.077425726,hands around the dinner table (untitled) ,Jung Yun Jang,2018,3,4.0,0432,,<b>hands around the dinner table (untitled) </b><br>Artist: Jung Yun Jang<br>Year: 2018<br>Cluster: 3<br>Shelf: 4.0<br>ID: 0432,"rgb(251,128,114)"
14.09644,-16.845478,untitled,Franziska Frings,2019,3,4.0,0448,,<b>untitled</b><br>Artist: Franziska Frings<br>Year: 2019<br>Cluster: 3<br>Shelf: 4.0<br>ID: 0448,"rgb(251,128,114)"
15.570051,8.239677,eyes of women (virgin and child),Jung Yun Jang,2023,3,4.0,0423,,<b>eyes of women (virgin and child)</b><br>Artist: Jung Yun Jang<br>Year: 2023<br>Cluster: 3<br>Shelf: 4.0<br>ID: 0423,"rgb(251,128,114)"
10.587606,-10.187505,occme,Franziska Frings,2021,3,4.0,0454,,<b>occme</b><br>Artist: Franziska Frings<br>Year: 2021<br>Cluster: 3<br>Shelf: 4.0<br>ID: 0454,"rgb(251,128,114)"
14.816671,-18.149055,Semophor,Franziska Frings,2021,3,4.0,0450,,<b>Semophor</b><br>Artist: Franziska Frings<br>Year: 2021<br>Cluster: 3<br>Shelf: 4.0<br>ID: 0450,"rgb(251,128,114)"
15.058779,-14.277252,untitled (Holzsicheln),Franziska Frings,2021,3,4.0,0451,,<b>untitled (Holzsicheln)</b><br>Artist: Franziska Frings<br>Year: 2021<br>Cluster: 3<br>Shelf: 4.0<br>ID: 0451,"rgb(251,128,114)"
18.286903,-19.540518,giant-wave,Franziska Frings,2021,3,4.0,0455,,<b>giant-wave</b><br>Artist: Franziska Frings<br>Year: 2021<br>Cluster: 3<br>Shelf: 4.0<br>ID: 0455,"rgb(251,128,114)"
-6.198336,25.203966,Handle,Paula Rinderle,2023,3,4.0,0061,,<b>Handle</b><br>Artist: Paula Rinderle<br>Year: 2023<br>Cluster: 3<br>Shelf: 4.0<br>ID: 0061,"rgb(251,128,114)"
4.1537523,-6.905276,Stufen,Anna Francesca Fuhrich,2024,1,5.0,0310,,<b>Stufen</b><br>Artist: Anna Francesca Fuhrich<br>Year: 2024<br>Cluster: 1<br>Shelf: 5.0<br>ID: 0310,"rgb(255,255,179)"
-5.59136,-8.689641,"Beim Großkraftwerk, Mannheim",Lennart Pimpl,2019,4,6.0,0029,,"<b>Beim Großkraftwerk, Mannheim</b><br>Artist: Lennart Pimpl<br>Year: 2019<br>Cluster: 4<br>Shelf: 6.0<br>ID: 0029","rgb(128,177,211)"
-9.21924,-12.726223,Untitled Figure (The Monster),Simon Wienk-Borgert,2021,4,6.0,0179,,<b>Untitled Figure (The Monster)</b><br>Artist: Simon Wienk-Borgert<br>Year: 2021<br>Cluster: 4<br>Shelf: 6.0<br>ID: 0179,"rgb(128,177,211)"
15.21384,4.2634273,untitled (pastel black),Jung Yun Jang,,4,6.0,0431,,<b>untitled (pastel black)</b><br>Artist: Jung Yun Jang<br>Year: nan<br>Cluster: 4<br>Shelf: 6.0<br>ID: 0431,"rgb(128,177,211)"
7.996286,-1.1348419,X-555,Alisa Kulesh,2025,4,6.0,0468,,<b>X-555</b><br>Artist: Alisa Kulesh<br>Year: 2025<br>Cluster: 4<br>Shelf: 6.0<br>ID: 0468,"rgb(128,177,211)"
-4.1579523,-13.58009,Dazwischen/ in-between,Tabea Borchardt,2019,4,6.0,0217,,<b>Dazwischen/ in-between</b><br>Artist: Tabea Borchardt<br>Year: 2019<br>Cluster: 4<br>Shelf: 6.0<br>ID: 0217,"rgb(128,177,211)"
-15.129419,2.930337,hands around the dinner table (family photo),Jung Yun Jang,2018,4,6.0,0438,,<b>hands around the dinner table (family photo)</b><br>Artist: Jung Yun Jang<br>Year: 2018<br>Cluster: 4<br>Shelf: 6.0<br>ID: 0438,"rgb(128,177,211)"
-13.122634,30.608715,sixty / fourty,Deniz Ahmet Saridas,2022,4,7.0,0055,,<b>sixty / fourty</b><br>Artist: Deniz Ahmet Saridas<br>Year: 2022<br>Cluster: 4<br>Shelf: 7.0<br>ID: 0055,"rgb(128,177,211)"
13.092867,-15.399259,untitled (schwarze Tür),Franziska Frings,2023,4,7.0,0096,,<b>untitled (schwarze Tür)</b><br>Artist: Franziska Frings<br>Year: 2023<br>Cluster: 4<br>Shelf: 7.0<br>ID: 0096,"rgb(128,177,211)"
-8.482304,32.65229,Sonnenstein,Heike Michaela Walter,2007,4,7.0,0143,,<b>Sonnenstein</b><br>Artist: Heike Michaela Walter<br>Year: 2007<br>Cluster: 4<br>Shelf: 7.0<br>ID: 0143,"rgb(128,177,211)"
2.4335873,-12.082981,Grube,Andreas Steinbrecher,2021,4,7.0,0009,,<b>Grube</b><br>Artist: Andreas Steinbrecher<br>Year: 2021<br>Cluster: 4<br>Shelf: 7.0<br>ID: 0009,"rgb(128,177,211)"
-8.109823,33.356716,Stein der Weisen,Heike Michaela Walter,,4,7.0,0108,,<b>Stein der Weisen</b><br>Artist: Heike Michaela Walter<br>Year: nan<br>Cluster: 4<br>Shelf: 7.0<br>ID: 0108,"rgb(128,177,211)"
-6.991741,-14.184121,Stein der letzten Generation,Heike Michaela Walter,2020,4,7.0,0109,,<b>Stein der letzten Generation</b><br>Artist: Heike Michaela Walter<br>Year: 2020<br>Cluster: 4<br>Shelf: 7.0<br>ID: 0109,"rgb(128,177,211)"
-8.396612,-9.904093,Hexagramm der Alchemisten,Heike Michaela Walter,2009,4,7.0,0110,,<b>Hexagramm der Alchemisten</b><br>Artist: Heike Michaela Walter<br>Year: 2009<br>Cluster: 4<br>Shelf: 7.0<br>ID: 0110,"rgb(128,177,211)"
-4.6650834,28.133688,'on tiptoes',Emmélie Lempert,2024,4,7.0,0391,,<b>'on tiptoes'</b><br>Artist: Emmélie Lempert<br>Year: 2024<br>Cluster: 4<br>Shelf: 7.0<br>ID: 0391,"rgb(128,177,211)"
17.185072,3.2769659,untitled,Jung Yun Jang,2021,4,7.0,0429,,<b>untitled</b><br>Artist: Jung Yun Jang<br>Year: 2021<br>Cluster: 4<br>Shelf: 7.0<br>ID: 0429,"rgb(128,177,211)"
-15.37612,2.6494386,hands around the dinner table (after the dinner),Jung Yun Jang,2018,4,7.0,0436,,<b>hands around the dinner table (after the dinner)</b><br>Artist: Jung Yun Jang<br>Year: 2018<br>Cluster: 4<br>Shelf: 7.0<br>ID: 0436,"rgb(128,177,211)"
-1.1301998,-11.812458,Mein Wille geschehe,Tassilo Lantermann,2021,5,8.0,0001,,<b>Mein Wille geschehe</b><br>Artist: Tassilo Lantermann<br>Year: 2021<br>Cluster: 5<br>Shelf: 8.0<br>ID: 0001,"rgb(253,180,98)"
-7.8344035,30.152704,Großer Kreis,Manuel Dück,2018,5,8.0,0141,,<b>Großer Kreis</b><br>Artist: Manuel Dück<br>Year: 2018<br>Cluster: 5<br>Shelf: 8.0<br>ID: 0141,"rgb(253,180,98)"
6.1219854,-7.738006,Ouroboros,Manuel Dück,2020,5,8.0,0137,,<b>Ouroboros</b><br>Artist: Manuel Dück<br>Year: 2020<br>Cluster: 5<br>Shelf: 8.0<br>ID: 0137,"rgb(253,180,98)"
4.1844335,0.07200507,"Kandelaber, o.T.",Melanie Richter,2010,1,9.0,0024,,"<b>Kandelaber, o.T.</b><br>Artist: Melanie Richter<br>Year: 2010<br>Cluster: 1<br>Shelf: 9.0<br>ID: 0024","rgb(255,255,179)"
-12.910242,27.940046,ohne Titel,Natalya Matyashek,2023,1,9.0,0185,,<b>ohne Titel</b><br>Artist: Natalya Matyashek<br>Year: 2023<br>Cluster: 1<br>Shelf: 9.0<br>ID: 0185,"rgb(255,255,179)"
-10.858789,30.267687,"Kandelaber, o.T.",Melanie Richter,,1,9.0,0223,,"<b>Kandelaber, o.T.</b><br>Artist: Melanie Richter<br>Year: nan<br>Cluster: 1<br>Shelf: 9.0<br>ID: 0223","rgb(255,255,179)"
2.9393842,-1.5331212,Flaschentrockner I,Melanie Richter,2007,1,9.0,0228,,<b>Flaschentrockner I</b><br>Artist: Melanie Richter<br>Year: 2007<br>Cluster: 1<br>Shelf: 9.0<br>ID: 0228,"rgb(255,255,179)"
22.7851,-1.9698163,"BOTTLE, white wine ",Melanie Richter,2008,1,9.0,0229,,"<b>BOTTLE, white wine </b><br>Artist: Melanie Richter<br>Year: 2008<br>Cluster: 1<br>Shelf: 9.0<br>ID: 0229","rgb(255,255,179)"
22.733576,-2.063955,"BOTTLE, Secco",Melanie Richter,2008,1,9.0,0230,,"<b>BOTTLE, Secco</b><br>Artist: Melanie Richter<br>Year: 2008<br>Cluster: 1<br>Shelf: 9.0<br>ID: 0230","rgb(255,255,179)"
1.7791381,-6.5346007,Suchmaschine (2),Janis Löhrer,2021,1,1.0,0154,,<b>Suchmaschine (2)</b><br>Artist: Janis Löhrer<br>Year: 2021<br>Cluster: 1<br>Shelf: 1.0<br>ID: 0154,"rgb(255,255,179)"
22.706436,-1.8956276,BOTTLE H2O,Melanie Richter,2006,1,9.0,0231,,<b>BOTTLE H2O</b><br>Artist: Melanie Richter<br>Year: 2006<br>Cluster: 1<br>Shelf: 9.0<br>ID: 0231,"rgb(255,255,179)"
15.582337,-16.598982,untitled,Franziska Frings,,1,9.0,0449,,<b>untitled</b><br>Artist: Franziska Frings<br>Year: nan<br>Cluster: 1<br>Shelf: 9.0<br>ID: 0449,"rgb(255,255,179)"
-12.020962,21.71401,Bora,Carolin Israel,2022,1,9.0,0476,,<b>Bora</b><br>Artist: Carolin Israel<br>Year: 2022<br>Cluster: 1<br>Shelf: 9.0<br>ID: 0476,"rgb(255,255,179)"
-2.8281639,-12.741576,o. T. (sechs-teilen),Janis Löhrer,2019,1,1.0,0269,,<b>o. T. (sechs-teilen)</b><br>Artist: Janis Löhrer<br>Year: 2019<br>Cluster: 1<br>Shelf: 1.0<br>ID: 0269,"rgb(255,255,179)"
16.992231,-13.984273,as far as i feel – about thoughts and throughs,Nadine Karl,2024,1,1.0,0198,,<b>as far as i feel – about thoughts and throughs</b><br>Artist: Nadine Karl<br>Year: 2024<br>Cluster: 1<br>Shelf: 1.0<br>ID: 0198,"rgb(255,255,179)"
1.1955969,-6.7793922,Unterhemd,Janis Löhrer,2023–24,1,1.0,0146,,<b>Unterhemd</b><br>Artist: Janis Löhrer<br>Year: 2023–24<br>Cluster: 1<br>Shelf: 1.0<br>ID: 0146,"rgb(255,255,179)"
-3.8214366,-23.811924,Unterhose mit Eingriff,Janis Löhrer,,1,1.0,0147,,<b>Unterhose mit Eingriff</b><br>Artist: Janis Löhrer<br>Year: nan<br>Cluster: 1<br>Shelf: 1.0<br>ID: 0147,"rgb(255,255,179)"
-3.8028607,-23.817867,Unterhose,Janis Löhrer,,1,1.0,0148,,<b>Unterhose</b><br>Artist: Janis Löhrer<br>Year: nan<br>Cluster: 1<br>Shelf: 1.0<br>ID: 0148,"rgb(255,255,179)"
-8.627358,25.12352,Karo 1–2,Sophie Isabel Urban,2022,1,1.0,0164,,<b>Karo 1–2</b><br>Artist: Sophie Isabel Urban<br>Year: 2022<br>Cluster: 1<br>Shelf: 1.0<br>ID: 0164,"rgb(255,255,179)"
-7.782177,23.596155,Keil 1,Sophie Isabel Urban,2022,1,1.0,0162,,<b>Keil 1</b><br>Artist: Sophie Isabel Urban<br>Year: 2022<br>Cluster: 1<br>Shelf: 1.0<br>ID: 0162,"rgb(255,255,179)"
16.465326,-19.05896,Fisure,Franziska Frings,2020,1,1.0,0168,,<b>Fisure</b><br>Artist: Franziska Frings<br>Year: 2020<br>Cluster: 1<br>Shelf: 1.0<br>ID: 0168,"rgb(255,255,179)"
-18.042479,26.156921,o. T.,Andrii Sachenko,2024,2,3.0,0292,,<b>o. T.</b><br>Artist: Andrii Sachenko<br>Year: 2024<br>Cluster: 2<br>Shelf: 3.0<br>ID: 0292,"rgb(190,186,218)"
-17.860836,26.291235,Augenform,Andrii Sachenko,2024,1,1.0,0290,,<b>Augenform</b><br>Artist: Andrii Sachenko<br>Year: 2024<br>Cluster: 1<br>Shelf: 1.0<br>ID: 0290,"rgb(255,255,179)"
6.636726,-10.93679,Helgavik (Kraken),Valenta Philipp,2020,1,1.0,0324,,<b>Helgavik (Kraken)</b><br>Artist: Valenta Philipp<br>Year: 2020<br>Cluster: 1<br>Shelf: 1.0<br>ID: 0324,"rgb(255,255,179)"
9.523948,-8.571911,o. T.,Jani Vrangaki,2023,1,1.0,0347,,<b>o. T.</b><br>Artist: Jani Vrangaki<br>Year: 2023<br>Cluster: 1<br>Shelf: 1.0<br>ID: 0347,"rgb(255,255,179)"
15.030952,-2.0086865,Ornament 01,Sophie Isabel Urban,2024,1,1.0,0410,,<b>Ornament 01</b><br>Artist: Sophie Isabel Urban<br>Year: 2024<br>Cluster: 1<br>Shelf: 1.0<br>ID: 0410,"rgb(255,255,179)"
11.3183,-4.761491,o. T. ,Sophie Isabel Urban,2024,1,1.0,0411,,<b>o. T. </b><br>Artist: Sophie Isabel Urban<br>Year: 2024<br>Cluster: 1<br>Shelf: 1.0<br>ID: 0411,"rgb(255,255,179)"
11.493366,-5.4107165,o. T. ,Sophie Isabel Urban,2024,1,1.0,0412,,<b>o. T. </b><br>Artist: Sophie Isabel Urban<br>Year: 2024<br>Cluster: 1<br>Shelf: 1.0<br>ID: 0412,"rgb(255,255,179)"
-8.5088,27.529015,ohne Titel,Paula Rinderle,2024,1,5.0,0066,,<b>ohne Titel</b><br>Artist: Paula Rinderle<br>Year: 2024<br>Cluster: 1<br>Shelf: 5.0<br>ID: 0066,"rgb(255,255,179)"
24.163364,-10.319496,"palimpsest memory (I, II, III)",Alisa Kulesh,2025,1,5.0,0481,,"<b>palimpsest memory (I, II, III)</b><br>Artist: Alisa Kulesh<br>Year: 2025<br>Cluster: 1<br>Shelf: 5.0<br>ID: 0481","rgb(255,255,179)"
-6.687346,20.805878,Tassilo Lantermann,Tassilo Lantermann,2021,1,1.0,0002,,<b>Tassilo Lantermann</b><br>Artist: Tassilo Lantermann<br>Year: 2021<br>Cluster: 1<br>Shelf: 1.0<br>ID: 0002,"rgb(255,255,179)"
4.156074,0.045055892,"Kandelaber, o.T.",Melanie Richter,2011,1,1.0,0023,,"<b>Kandelaber, o.T.</b><br>Artist: Melanie Richter<br>Year: 2011<br>Cluster: 1<br>Shelf: 1.0<br>ID: 0023","rgb(255,255,179)"
-10.21845,27.830347,ohne Titel ,Paula Rinderle,2021,1,1.0,0072,,<b>ohne Titel </b><br>Artist: Paula Rinderle<br>Year: 2021<br>Cluster: 1<br>Shelf: 1.0<br>ID: 0072,"rgb(255,255,179)"
11.167107,-12.389876,Victory,Eric Hubbes,2022,1,1.0,0114,,<b>Victory</b><br>Artist: Eric Hubbes<br>Year: 2022<br>Cluster: 1<br>Shelf: 1.0<br>ID: 0114,"rgb(255,255,179)"
-15.718574,21.17051,Falscher Stolz,Eric Hubbes,2021,1,1.0,0115,,<b>Falscher Stolz</b><br>Artist: Eric Hubbes<br>Year: 2021<br>Cluster: 1<br>Shelf: 1.0<br>ID: 0115,"rgb(255,255,179)"
-17.858925,18.994696,Battelship,Eric Hubbes,2019,1,1.0,0135,,<b>Battelship</b><br>Artist: Eric Hubbes<br>Year: 2019<br>Cluster: 1<br>Shelf: 1.0<br>ID: 0135,"rgb(255,255,179)"
-16.428705,19.257524,Die Verführung,Eric Hubbes,2017,1,1.0,0136,,<b>Die Verführung</b><br>Artist: Eric Hubbes<br>Year: 2017<br>Cluster: 1<br>Shelf: 1.0<br>ID: 0136,"rgb(255,255,179)"
16.477396,-19.077288,Fissure,Franziska Frings,2020,1,1.0,0168,,<b>Fissure</b><br>Artist: Franziska Frings<br>Year: 2020<br>Cluster: 1<br>Shelf: 1.0<br>ID: 0168,"rgb(255,255,179)"
20.514303,-16.568483,Mappe Grau,Franziska Frings,,1,1.0,1070,,<b>Mappe Grau</b><br>Artist: Franziska Frings<br>Year: nan<br>Cluster: 1<br>Shelf: 1.0<br>ID: 1070,"rgb(255,255,179)"
21.29529,-16.71932,Mappe Blau,Franziska Frings,,1,1.0,0171,,<b>Mappe Blau</b><br>Artist: Franziska Frings<br>Year: nan<br>Cluster: 1<br>Shelf: 1.0<br>ID: 0171,"rgb(255,255,179)"
15.8288555,-15.316402,untitled,Franziska Frings,,1,1.0,0175,,<b>untitled</b><br>Artist: Franziska Frings<br>Year: nan<br>Cluster: 1<br>Shelf: 1.0<br>ID: 0175,"rgb(255,255,179)"
15.854409,-21.035505,Thyros I,Franziska Frings,2020,1,1.0,0172,,<b>Thyros I</b><br>Artist: Franziska Frings<br>Year: 2020<br>Cluster: 1<br>Shelf: 1.0<br>ID: 0172,"rgb(255,255,179)"
15.8481655,-21.292887,Thyros II,Franziska Frings,2020,1,1.0,0173,,<b>Thyros II</b><br>Artist: Franziska Frings<br>Year: 2020<br>Cluster: 1<br>Shelf: 1.0<br>ID: 0173,"rgb(255,255,179)"
-13.100736,22.415638,Gelbgänger,Lucie Gorzolka,2024,1,1.0,0305,,<b>Gelbgänger</b><br>Artist: Lucie Gorzolka<br>Year: 2024<br>Cluster: 1<br>Shelf: 1.0<br>ID: 0305,"rgb(255,255,179)"
5.9341326,-1.307352,PALIBABY o.T. ,Melanie Richter,,1,1.0,0225,,<b>PALIBABY o.T. </b><br>Artist: Melanie Richter<br>Year: nan<br>Cluster: 1<br>Shelf: 1.0<br>ID: 0225,"rgb(255,255,179)"
11.271666,-8.272006,o. T. ,Lucie Gorzolka,2024,1,1.0,0300,,<b>o. T. </b><br>Artist: Lucie Gorzolka<br>Year: 2024<br>Cluster: 1<br>Shelf: 1.0<br>ID: 0300,"rgb(255,255,179)"
11.899523,-9.433986,Platanen,Lucie Gorzolka,2023,1,1.0,0307,,<b>Platanen</b><br>Artist: Lucie Gorzolka<br>Year: 2023<br>Cluster: 1<br>Shelf: 1.0<br>ID: 0307,"rgb(255,255,179)"
1.2171509,2.302747,No Title (Floor),Nura Afnan-Samandari,2024,1,1.0,0386,At first glance the work No title (Floor) is not distinguishable from the exhibition architecture. A seemingly empty room with bare walls allows the viewer to be in its center – to take space. While a,<b>No Title (Floor)</b><br>Artist: Nura Afnan-Samandari<br>Year: 2024<br>Cluster: 1<br>Shelf: 1.0<br>ID: 0386<br><br>At first glance the work No title (Floor) is not distinguishable from the exhibition architecture. A seemingly empty room with bare walls allows the v...,"rgb(255,255,179)"
-10.615807,21.698862,casual water,Lucie Gorzolka,2024,1,1.0,0473,,<b>casual water</b><br>Artist: Lucie Gorzolka<br>Year: 2024<br>Cluster: 1<br>Shelf: 1.0<br>ID: 0473,"rgb(255,255,179)"
15.970551,4.1690083,ohne Titel,Jung Yun Jang,,1,1.0,0428,,<b>ohne Titel</b><br>Artist: Jung Yun Jang<br>Year: nan<br>Cluster: 1<br>Shelf: 1.0<br>ID: 0428,"rgb(255,255,179)"
-11.130331,25.269865,Ohne Titel (Gartenzwerge),Lucie Gorzolka,2025,1,1.0,0475,,<b>Ohne Titel (Gartenzwerge)</b><br>Artist: Lucie Gorzolka<br>Year: 2025<br>Cluster: 1<br>Shelf: 1.0<br>ID: 0475,"rgb(255,255,179)"
-10.934099,24.623981,Ohne Titel (Elefanten),Lucie Gorzolka,2025,1,1.0,0474,,<b>Ohne Titel (Elefanten)</b><br>Artist: Lucie Gorzolka<br>Year: 2025<br>Cluster: 1<br>Shelf: 1.0<br>ID: 0474,"rgb(255,255,179)"
4.691378,-18.837816,Neues Licht,Manuel Boden,2024,4,2.0,0080,,<b>Neues Licht</b><br>Artist: Manuel Boden<br>Year: 2024<br>Cluster: 4<br>Shelf: 2.0<br>ID: 0080,"rgb(128,177,211)"
