x,y,title,artist,year,cluster,shelf_no,index,description,hover_text,color
-8.79516,18.866816,o.T. (Flieger Postkarten),Manuel Boden,2021,4,2.0,0091,,<b>o.T. (Flieger Postkarten)</b><br>Artist: Manuel Boden<br>Year: 2021<br>Cluster: 4<br>Shelf: 2.0<br>ID: 0091,"rgb(128,177,211)"
-8.735071,16.539299,o.T. (Postkarten Sonnenuntergang) ,Manuel Boden,2024,4,2.0,0092,,<b>o.T. (Postkarten Sonnenuntergang) </b><br>Artist: Manuel Boden<br>Year: 2024<br>Cluster: 4<br>Shelf: 2.0<br>ID: 0092,"rgb(128,177,211)"
2.2110746,-25.885258,Jockey,Janis Löhrer,,4,2.0,0145,,<b>Jockey</b><br>Artist: Janis Löhrer<br>Year: nan<br>Cluster: 4<br>Shelf: 2.0<br>ID: 0145,"rgb(128,177,211)"
4.8719406,-22.275438,Intersection,Janis Löhrer,2023,4,2.0,0149,,<b>Intersection</b><br>Artist: Janis Löhrer<br>Year: 2023<br>Cluster: 4<br>Shelf: 2.0<br>ID: 0149,"rgb(128,177,211)"
6.189131,-22.41232,Out in the open,Janis Löhrer,2023,4,2.0,0150,,<b>Out in the open</b><br>Artist: Janis Löhrer<br>Year: 2023<br>Cluster: 4<br>Shelf: 2.0<br>ID: 0150,"rgb(128,177,211)"
13.553417,-6.0836062,o. T.,Sophie Isabel Urban,2022,4,2.0,0155,,<b>o. T.</b><br>Artist: Sophie Isabel Urban<br>Year: 2022<br>Cluster: 4<br>Shelf: 2.0<br>ID: 0155,"rgb(128,177,211)"
13.109114,-5.9105005,o. T. ,Sophie Isabel Urban,2022,4,2.0,0156,,<b>o. T. </b><br>Artist: Sophie Isabel Urban<br>Year: 2022<br>Cluster: 4<br>Shelf: 2.0<br>ID: 0156,"rgb(128,177,211)"
-7.4287786,24.104717,Pfeil 1,Sophie Isabel Urban,2023,4,2.0,0157,,<b>Pfeil 1</b><br>Artist: Sophie Isabel Urban<br>Year: 2023<br>Cluster: 4<br>Shelf: 2.0<br>ID: 0157,"rgb(128,177,211)"
-8.4105015,23.273869,Spirale 2,Sophie Isabel Urban,2022,4,2.0,0158,,<b>Spirale 2</b><br>Artist: Sophie Isabel Urban<br>Year: 2022<br>Cluster: 4<br>Shelf: 2.0<br>ID: 0158,"rgb(128,177,211)"
14.543435,-4.191029,Spirale 1,Sophie Isabel Urban,2022,4,2.0,0159,,<b>Spirale 1</b><br>Artist: Sophie Isabel Urban<br>Year: 2022<br>Cluster: 4<br>Shelf: 2.0<br>ID: 0159,"rgb(128,177,211)"
13.94265,-12.946841,untitled (Dypt.),Franziska Frings,2024,4,6.0,0169,,<b>untitled (Dypt.)</b><br>Artist: Franziska Frings<br>Year: 2024<br>Cluster: 4<br>Shelf: 6.0<br>ID: 0169,"rgb(128,177,211)"
0.6340186,-8.625198,ohne Titel,Konstantine Kakabadze,2023,4,2.0,0211,,<b>ohne Titel</b><br>Artist: Konstantine Kakabadze<br>Year: 2023<br>Cluster: 4<br>Shelf: 2.0<br>ID: 0211,"rgb(128,177,211)"
-17.110647,28.497946,Grabbeigaben II,Natalya Matyashek,2023,1,9.0,0183,,<b>Grabbeigaben II</b><br>Artist: Natalya Matyashek<br>Year: 2023<br>Cluster: 1<br>Shelf: 9.0<br>ID: 0183,"rgb(255,255,179)"
-13.224397,27.275438,ohne Titel (Florenz),Natalya Matyashek,2024,1,9.0,0186,,<b>ohne Titel (Florenz)</b><br>Artist: Natalya Matyashek<br>Year: 2024<br>Cluster: 1<br>Shelf: 9.0<br>ID: 0186,"rgb(255,255,179)"
-14.945692,28.64527,Sogni d'oro I,Natalya Matyashek,2023,1,9.0,0187,,<b>Sogni d'oro I</b><br>Artist: Natalya Matyashek<br>Year: 2023<br>Cluster: 1<br>Shelf: 9.0<br>ID: 0187,"rgb(255,255,179)"
-14.794538,28.851336,Sogni d´oro II,Natalya Matyashek,2023,1,9.0,0188,,<b>Sogni d´oro II</b><br>Artist: Natalya Matyashek<br>Year: 2023<br>Cluster: 1<br>Shelf: 9.0<br>ID: 0188,"rgb(255,255,179)"
-14.682568,29.566069,Sogni d´oro III,Natalya Matyashek,2024,1,9.0,0189,,<b>Sogni d´oro III</b><br>Artist: Natalya Matyashek<br>Year: 2024<br>Cluster: 1<br>Shelf: 9.0<br>ID: 0189,"rgb(255,255,179)"
-14.443449,29.499056,Sogni d´oro IV,Natalya Matyashek,2024,1,9.0,0190,,<b>Sogni d´oro IV</b><br>Artist: Natalya Matyashek<br>Year: 2024<br>Cluster: 1<br>Shelf: 9.0<br>ID: 0190,"rgb(255,255,179)"
7.668984,-17.946617,Rise and Fall,Manuel Dück,2021/22,2,3.0,0140,,<b>Rise and Fall</b><br>Artist: Manuel Dück<br>Year: 2021/22<br>Cluster: 2<br>Shelf: 3.0<br>ID: 0140,"rgb(190,186,218)"
24.243456,-9.667344,Palimpsest memory V (green),Alisa Kulesh,2025,4,6.0,0483,,<b>Palimpsest memory V (green)</b><br>Artist: Alisa Kulesh<br>Year: 2025<br>Cluster: 4<br>Shelf: 6.0<br>ID: 0483,"rgb(128,177,211)"
24.15775,-10.523739,Palimpsest memory IV (blue),Alisa Kulesh,2025,4,6.0,0482,,<b>Palimpsest memory IV (blue)</b><br>Artist: Alisa Kulesh<br>Year: 2025<br>Cluster: 4<br>Shelf: 6.0<br>ID: 0482,"rgb(128,177,211)"
-11.817736,35.398014,Pomegranate,Paula Rinderle,2025,5,0.0,0480,,<b>Pomegranate</b><br>Artist: Paula Rinderle<br>Year: 2025<br>Cluster: 5<br>Shelf: 0.0<br>ID: 0480,"rgb(253,180,98)"
-11.817736,35.398014,Pomegranate,Paula Rinderle,2025,1,5.0,0480,,<b>Pomegranate</b><br>Artist: Paula Rinderle<br>Year: 2025<br>Cluster: 1<br>Shelf: 5.0<br>ID: 0480,"rgb(255,255,179)"
-14.984328,26.91688,"Faith, Hope, Love (paper works)",Jung Yun Jang,2020–22,3,4.0,0443,,"<b>Faith, Hope, Love (paper works)</b><br>Artist: Jung Yun Jang<br>Year: 2020–22<br>Cluster: 3<br>Shelf: 4.0<br>ID: 0443","rgb(251,128,114)"
-9.065346,25.172096,UNTERBAU I–II,Sophie Isabel Urban,2022,4,2.0,0167,,<b>UNTERBAU I–II</b><br>Artist: Sophie Isabel Urban<br>Year: 2022<br>Cluster: 4<br>Shelf: 2.0<br>ID: 0167,"rgb(128,177,211)"
-10.912953,30.462358,"KANDELABER,o.T (schwarz)",Melanie Richter,2010,1,9.0,0220,,"<b>KANDELABER,o.T (schwarz)</b><br>Artist: Melanie Richter<br>Year: 2010<br>Cluster: 1<br>Shelf: 9.0<br>ID: 0220","rgb(255,255,179)"
-11.081584,31.020111,"KANDELABER, o.T. (rot)",Melanie Richter,2010,1,9.0,0221,,"<b>KANDELABER, o.T. (rot)</b><br>Artist: Melanie Richter<br>Year: 2010<br>Cluster: 1<br>Shelf: 9.0<br>ID: 0221","rgb(255,255,179)"
-9.903526,-12.664749,"untitled figure (white, tight jacket)",Simon Wienk-Borgert,2023,4,6.0,0261,,"<b>untitled figure (white, tight jacket)</b><br>Artist: Simon Wienk-Borgert<br>Year: 2023<br>Cluster: 4<br>Shelf: 6.0<br>ID: 0261","rgb(128,177,211)"
-23.28927,27.935835,Orchideen im Wohnzimmer meiner Eltern 1,Eric Hubbes,2022,4,2.0,0128,,<b>Orchideen im Wohnzimmer meiner Eltern 1</b><br>Artist: Eric Hubbes<br>Year: 2022<br>Cluster: 4<br>Shelf: 2.0<br>ID: 0128,"rgb(128,177,211)"
2.5155346,-24.856838,Sporthose,Janis Löhrer,2025,1,9.0,0396,,<b>Sporthose</b><br>Artist: Janis Löhrer<br>Year: 2025<br>Cluster: 1<br>Shelf: 9.0<br>ID: 0396,"rgb(255,255,179)"
0.6011642,-27.42217,Dirty Trainer 1,Janis Löhrer,2024,1,9.0,0397,,<b>Dirty Trainer 1</b><br>Artist: Janis Löhrer<br>Year: 2024<br>Cluster: 1<br>Shelf: 9.0<br>ID: 0397,"rgb(255,255,179)"
0.10608888,-24.31991,Handschuhe,Janis Löhrer,2025,1,9.0,0401,,<b>Handschuhe</b><br>Artist: Janis Löhrer<br>Year: 2025<br>Cluster: 1<br>Shelf: 9.0<br>ID: 0401,"rgb(255,255,179)"
3.4141011,-22.01788,Krummer Nagel,Janis Löhrer,2025,1,9.0,0398,,<b>Krummer Nagel</b><br>Artist: Janis Löhrer<br>Year: 2025<br>Cluster: 1<br>Shelf: 9.0<br>ID: 0398,"rgb(255,255,179)"
2.6720574,-23.714983,Bodybuich,Janis Löhrer,2025,1,9.0,0399,,<b>Bodybuich</b><br>Artist: Janis Löhrer<br>Year: 2025<br>Cluster: 1<br>Shelf: 9.0<br>ID: 0399,"rgb(255,255,179)"
4.231632,-20.750088,Portemonnaie ,Janis Löhrer,2025,1,9.0,0400,,<b>Portemonnaie </b><br>Artist: Janis Löhrer<br>Year: 2025<br>Cluster: 1<br>Shelf: 9.0<br>ID: 0400,"rgb(255,255,179)"
4.2826037,-22.800394,Schild,Janis Löhrer,2025,4,2.0,0404,,<b>Schild</b><br>Artist: Janis Löhrer<br>Year: 2025<br>Cluster: 4<br>Shelf: 2.0<br>ID: 0404,"rgb(128,177,211)"
5.0857434,-26.689629,Black Speedo,Janis Löhrer,2025,1,9.0,0405,,<b>Black Speedo</b><br>Artist: Janis Löhrer<br>Year: 2025<br>Cluster: 1<br>Shelf: 9.0<br>ID: 0405,"rgb(255,255,179)"
8.641846,-0.42114067,Nostalgic Chair,Majd Suliman,2020,5,0.0,0479,,<b>Nostalgic Chair</b><br>Artist: Majd Suliman<br>Year: 2020<br>Cluster: 5<br>Shelf: 0.0<br>ID: 0479,"rgb(253,180,98)"
-3.2195988,34.906193,untitled,Oliver Bleckmann,2024,2,3.0,0469,,<b>untitled</b><br>Artist: Oliver Bleckmann<br>Year: 2024<br>Cluster: 2<br>Shelf: 3.0<br>ID: 0469,"rgb(190,186,218)"
-3.2162623,34.898247,untitled,Oliver Bleckmann,2024,2,3.0,0471,,<b>untitled</b><br>Artist: Oliver Bleckmann<br>Year: 2024<br>Cluster: 2<br>Shelf: 3.0<br>ID: 0471,"rgb(190,186,218)"
-0.25754505,27.88995,sandbox pilgrimage,Liora Epstein,2025,1,1.0,0444,,<b>sandbox pilgrimage</b><br>Artist: Liora Epstein<br>Year: 2025<br>Cluster: 1<br>Shelf: 1.0<br>ID: 0444,"rgb(255,255,179)"
-5.517772,28.157612,o. T. (tethered),Emmélie Lempert,2024,5,8.0,0393,,<b>o. T. (tethered)</b><br>Artist: Emmélie Lempert<br>Year: 2024<br>Cluster: 5<br>Shelf: 8.0<br>ID: 0393,"rgb(253,180,98)"
-11.3752775,22.87242,o. T. ,Lucie Gorzolka,2024,1,1.0,0306,,<b>o. T. </b><br>Artist: Lucie Gorzolka<br>Year: 2024<br>Cluster: 1<br>Shelf: 1.0<br>ID: 0306,"rgb(255,255,179)"
-2.9908495,30.239077,"A house is built of bricks and beams, a home is made of love and dreams",Lillith Sachsenhauser,2024,4,2.0,0315,,"<b>A house is built of bricks and beams, a home is made of love and dreams</b><br>Artist: Lillith Sachsenhauser<br>Year: 2024<br>Cluster: 4<br>Shelf: 2.0<br>ID: 0315","rgb(128,177,211)"
-16.10234,17.24983,I LIKE BIG BUCKS AND I CANNOT LIE,Valenta Philipp,2014/23,4,2.0,0326,"Der Kult-Song des Rappers „Sir-Mix-a-lot“ „I like big butts and I cannot lie“ ist weitreichend bekannt und wird für diverse Zwecke immer wieder verändert.

Der Spitzname des Dollars, „buck“, passt her",<b>I LIKE BIG BUCKS AND I CANNOT LIE</b><br>Artist: Valenta Philipp<br>Year: 2014/23<br>Cluster: 4<br>Shelf: 2.0<br>ID: 0326<br><br>Der Kult-Song des Rappers „Sir-Mix-a-lot“ „I like big butts and I cannot lie“ ist weitreichend bekannt und wird für diverse Zwecke immer wieder veränd...,"rgb(128,177,211)"
-11.366274,26.540476,Graphs (30 Zeichnungen),Valenta Philipp,2018,4,2.0,0323,,<b>Graphs (30 Zeichnungen)</b><br>Artist: Valenta Philipp<br>Year: 2018<br>Cluster: 4<br>Shelf: 2.0<br>ID: 0323,"rgb(128,177,211)"
5.644255,-4.5330286,Wunsch (2/4),Paula Rinderle,2022,0,,0069,,<b>Wunsch (2/4)</b><br>Artist: Paula Rinderle<br>Year: 2022<br>Cluster: 0<br>Shelf: nan<br>ID: 0069,"rgb(141,211,199)"
5.636485,-4.5474153,Wunsch (3/4),Paula Rinderle,2022,0,,0068,,<b>Wunsch (3/4)</b><br>Artist: Paula Rinderle<br>Year: 2022<br>Cluster: 0<br>Shelf: nan<br>ID: 0068,"rgb(141,211,199)"
4.238767,-18.033194,Wird freigegeben 1,Manuel Boden,2022,0,,0096,,<b>Wird freigegeben 1</b><br>Artist: Manuel Boden<br>Year: 2022<br>Cluster: 0<br>Shelf: nan<br>ID: 0096,"rgb(141,211,199)"
5.584883,-4.455217,Wunsch (1/4),Paula Rinderle,2022,0,,0067,,<b>Wunsch (1/4)</b><br>Artist: Paula Rinderle<br>Year: 2022<br>Cluster: 0<br>Shelf: nan<br>ID: 0067,"rgb(141,211,199)"
7.2336135,-27.581171,Schwarze Cap,Janis Löhrer,2025,0,,0402,,<b>Schwarze Cap</b><br>Artist: Janis Löhrer<br>Year: 2025<br>Cluster: 0<br>Shelf: nan<br>ID: 0402,"rgb(141,211,199)"
-14.851833,24.954853,Figur im Freien,Andreas Steinbrecher,2023,0,,0019,,<b>Figur im Freien</b><br>Artist: Andreas Steinbrecher<br>Year: 2023<br>Cluster: 0<br>Shelf: nan<br>ID: 0019,"rgb(141,211,199)"
-15.615011,23.187689,Invidia,Andreas Steinbrecher,2022,0,,0016,,<b>Invidia</b><br>Artist: Andreas Steinbrecher<br>Year: 2022<br>Cluster: 0<br>Shelf: nan<br>ID: 0016,"rgb(141,211,199)"
3.0689793,-13.325773,Performer,Andreas Steinbrecher,2023,0,,0020,,<b>Performer</b><br>Artist: Andreas Steinbrecher<br>Year: 2023<br>Cluster: 0<br>Shelf: nan<br>ID: 0020,"rgb(141,211,199)"
16.023342,-26.830696,Totem II,Andreas Steinbrecher,2022,0,,0017,,<b>Totem II</b><br>Artist: Andreas Steinbrecher<br>Year: 2022<br>Cluster: 0<br>Shelf: nan<br>ID: 0017,"rgb(141,211,199)"
3.519814,-11.688241,AURA,Andreas Steinbrecher,2023,0,,0021,,<b>AURA</b><br>Artist: Andreas Steinbrecher<br>Year: 2023<br>Cluster: 0<br>Shelf: nan<br>ID: 0021,"rgb(141,211,199)"
1.3500719,-14.270173,Katzenpaar,Andreas Steinbrecher,2020,0,,0022,,<b>Katzenpaar</b><br>Artist: Andreas Steinbrecher<br>Year: 2020<br>Cluster: 0<br>Shelf: nan<br>ID: 0022,"rgb(141,211,199)"
7.1219964,-12.426391,Agon IV,Andreas Steinbrecher,2023,0,,0032,,<b>Agon IV</b><br>Artist: Andreas Steinbrecher<br>Year: 2023<br>Cluster: 0<br>Shelf: nan<br>ID: 0032,"rgb(141,211,199)"
16.02401,-26.836725,Totem,Andreas Steinbrecher,2018,0,,0034,,<b>Totem</b><br>Artist: Andreas Steinbrecher<br>Year: 2018<br>Cluster: 0<br>Shelf: nan<br>ID: 0034,"rgb(141,211,199)"
-1.8919061,-17.326641,Katze im Regen I,Andreas Steinbrecher,2019,0,,0036,,<b>Katze im Regen I</b><br>Artist: Andreas Steinbrecher<br>Year: 2019<br>Cluster: 0<br>Shelf: nan<br>ID: 0036,"rgb(141,211,199)"
7.1051693,-12.589482,Agon III,Andreas Steinbrecher,2024,0,,0033,,<b>Agon III</b><br>Artist: Andreas Steinbrecher<br>Year: 2024<br>Cluster: 0<br>Shelf: nan<br>ID: 0033,"rgb(141,211,199)"
-1.7136675,-17.166178,Katze im Draht,Andreas Steinbrecher,2019,0,,0037,,<b>Katze im Draht</b><br>Artist: Andreas Steinbrecher<br>Year: 2019<br>Cluster: 0<br>Shelf: nan<br>ID: 0037,"rgb(141,211,199)"
4.4408903,-14.029892,Karambolage,Andreas Steinbrecher,2019,0,,0038,,<b>Karambolage</b><br>Artist: Andreas Steinbrecher<br>Year: 2019<br>Cluster: 0<br>Shelf: nan<br>ID: 0038,"rgb(141,211,199)"
-12.595299,24.069248,o.T. (Palme),Andreas Steinbrecher,2021,0,,0048,,<b>o.T. (Palme)</b><br>Artist: Andreas Steinbrecher<br>Year: 2021<br>Cluster: 0<br>Shelf: nan<br>ID: 0048,"rgb(141,211,199)"
-15.591526,22.884693,Eternal Drama,Andreas Steinbrecher,2019,0,,0046,,<b>Eternal Drama</b><br>Artist: Andreas Steinbrecher<br>Year: 2019<br>Cluster: 0<br>Shelf: nan<br>ID: 0046,"rgb(141,211,199)"
7.206124,-8.964372,o.T. (Hand),Andreas Steinbrecher,2020,0,,0047,,<b>o.T. (Hand)</b><br>Artist: Andreas Steinbrecher<br>Year: 2020<br>Cluster: 0<br>Shelf: nan<br>ID: 0047,"rgb(141,211,199)"
19.023726,2.7496202,"Faith, Hope, Love (Green, Silver, Pink)",Jung Yun Jang,2020,0,,0441,,"<b>Faith, Hope, Love (Green, Silver, Pink)</b><br>Artist: Jung Yun Jang<br>Year: 2020<br>Cluster: 0<br>Shelf: nan<br>ID: 0441","rgb(141,211,199)"
-15.426476,-0.10353261,hands around the dinner table (small paintings),Jung Yun Jang,2018,0,,0440,,<b>hands around the dinner table (small paintings)</b><br>Artist: Jung Yun Jang<br>Year: 2018<br>Cluster: 0<br>Shelf: nan<br>ID: 0440,"rgb(141,211,199)"
-0.691847,-7.1271515,ohne Titel (Nikita),Anna Mirbach,2010,0,,0353,,<b>ohne Titel (Nikita)</b><br>Artist: Anna Mirbach<br>Year: 2010<br>Cluster: 0<br>Shelf: nan<br>ID: 0353,"rgb(141,211,199)"
-0.10469327,-8.1429205,ohne Titel,Barbara Schwehn,2023,0,,0354,,<b>ohne Titel</b><br>Artist: Barbara Schwehn<br>Year: 2023<br>Cluster: 0<br>Shelf: nan<br>ID: 0354,"rgb(141,211,199)"
19.024134,-14.791592,Vaire Bayes 1 (broken),Franziska Frings,,0,,0097,,<b>Vaire Bayes 1 (broken)</b><br>Artist: Franziska Frings<br>Year: nan<br>Cluster: 0<br>Shelf: nan<br>ID: 0097,"rgb(141,211,199)"
1.8430576,13.945955,Through The Looking Glass 1,Anna Jocham,2022,0,,0205,,<b>Through The Looking Glass 1</b><br>Artist: Anna Jocham<br>Year: 2022<br>Cluster: 0<br>Shelf: nan<br>ID: 0205,"rgb(141,211,199)"
12.006812,-7.76747,o. T. ,Lucie Gorzolka,2024,0,,0295,,<b>o. T. </b><br>Artist: Lucie Gorzolka<br>Year: 2024<br>Cluster: 0<br>Shelf: nan<br>ID: 0295,"rgb(141,211,199)"
16.128132,-15.426275,untitled,Franziska Frings,,0,,0176,,<b>untitled</b><br>Artist: Franziska Frings<br>Year: nan<br>Cluster: 0<br>Shelf: nan<br>ID: 0176,"rgb(141,211,199)"
9.2598505,-3.5090246,silvergrotto #5,,2023,0,,0200,,<b>silvergrotto #5</b><br>Artist: nan<br>Year: 2023<br>Cluster: 0<br>Shelf: nan<br>ID: 0200,"rgb(141,211,199)"
3.2569718,0.97053933,"Kandelabo, o.T. (grau auf braun)",Melanie Richter,2011,0,,0222,,"<b>Kandelabo, o.T. (grau auf braun)</b><br>Artist: Melanie Richter<br>Year: 2011<br>Cluster: 0<br>Shelf: nan<br>ID: 0222","rgb(141,211,199)"
3.5021906,-2.2101038,BREAKOUT E.V.A. II,Melanie Richter,2005,0,,0226,,<b>BREAKOUT E.V.A. II</b><br>Artist: Melanie Richter<br>Year: 2005<br>Cluster: 0<br>Shelf: nan<br>ID: 0226,"rgb(141,211,199)"
-6.4862986,-16.006039,Blagoweschtschensk Klein,Katharina Keller,2018,0,,0459,,<b>Blagoweschtschensk Klein</b><br>Artist: Katharina Keller<br>Year: 2018<br>Cluster: 0<br>Shelf: nan<br>ID: 0459,"rgb(141,211,199)"
-7.181376,-18.785328,Chabarovsk,Katharina Keller,2018,0,,0458,,<b>Chabarovsk</b><br>Artist: Katharina Keller<br>Year: 2018<br>Cluster: 0<br>Shelf: nan<br>ID: 0458,"rgb(141,211,199)"
0.76387787,15.340056,Through The Looking Glass 1,Anna Jocham,2022,0,,0204,,<b>Through The Looking Glass 1</b><br>Artist: Anna Jocham<br>Year: 2022<br>Cluster: 0<br>Shelf: nan<br>ID: 0204,"rgb(141,211,199)"
-0.11971313,-13.813628,Distel,Andreas Steinbrecher,2021,0,,0013,,<b>Distel</b><br>Artist: Andreas Steinbrecher<br>Year: 2021<br>Cluster: 0<br>Shelf: nan<br>ID: 0013,"rgb(141,211,199)"
-21.37963,20.747044,3 der Schwerter - Tarot ,Eric Hubbes,2023,0,,0122,,<b>3 der Schwerter - Tarot </b><br>Artist: Eric Hubbes<br>Year: 2023<br>Cluster: 0<br>Shelf: nan<br>ID: 0122,"rgb(141,211,199)"
-5.2921176,8.394883,Air Repair,Manuel Boden,2021/2024,0,,0074,"Pictures of the sky. A sequence of eight images, retouched after being selected from my collection of promotional airline postcards.","<b>Air Repair</b><br>Artist: Manuel Boden<br>Year: 2021/2024<br>Cluster: 0<br>Shelf: nan<br>ID: 0074<br><br>Pictures of the sky. A sequence of eight images, retouched after being selected from my collection of promotional airline postcards....","rgb(141,211,199)"
10.301523,1.030064,untitled,Deniz Ahmet Saridas,2023,0,,0052,,<b>untitled</b><br>Artist: Deniz Ahmet Saridas<br>Year: 2023<br>Cluster: 0<br>Shelf: nan<br>ID: 0052,"rgb(141,211,199)"
11.332555,-2.6461234,Lady Death,Eric Hubbes,2020,0,,0116,,<b>Lady Death</b><br>Artist: Eric Hubbes<br>Year: 2020<br>Cluster: 0<br>Shelf: nan<br>ID: 0116,"rgb(141,211,199)"
3.882858,-4.6147265,Zone 4 / Wiese,Helene Kuschnarew,2024,0,,0004,,<b>Zone 4 / Wiese</b><br>Artist: Helene Kuschnarew<br>Year: 2024<br>Cluster: 0<br>Shelf: nan<br>ID: 0004,"rgb(141,211,199)"
-13.640382,25.034315,Kleiner Kopf,Jens Stittgen,2020,0,,0248,,<b>Kleiner Kopf</b><br>Artist: Jens Stittgen<br>Year: 2020<br>Cluster: 0<br>Shelf: nan<br>ID: 0248,"rgb(141,211,199)"
-4.9156785,31.66186,Untitled Figure (Stamina),Simon Wienk-Borgert,2022–2023,0,,0180,,<b>Untitled Figure (Stamina)</b><br>Artist: Simon Wienk-Borgert<br>Year: 2022–2023<br>Cluster: 0<br>Shelf: nan<br>ID: 0180,"rgb(141,211,199)"
-3.569952,19.175686,Thunder,Manuel Boden,2024,0,,0264,,<b>Thunder</b><br>Artist: Manuel Boden<br>Year: 2024<br>Cluster: 0<br>Shelf: nan<br>ID: 0264,"rgb(141,211,199)"
4.2494125,-12.924036,Kamm,Andreas Steinbrecher,2021,0,,0014,,<b>Kamm</b><br>Artist: Andreas Steinbrecher<br>Year: 2021<br>Cluster: 0<br>Shelf: nan<br>ID: 0014,"rgb(141,211,199)"
-5.2294135,-13.886788,Von der Möglichkeit sich mit etwas abzufinden,Tabea Borchardt,2018,0,,0214,"„Von der Möglichkeit, sich mit etwas ab zu finden“ Ausgehend von Found Footage, Archivmaterialien, Objekten und Gegenständen werden in meinen aktuellen Arbeiten Begriffe des fotografischen thematisier","<b>Von der Möglichkeit sich mit etwas abzufinden</b><br>Artist: Tabea Borchardt<br>Year: 2018<br>Cluster: 0<br>Shelf: nan<br>ID: 0214<br><br>„Von der Möglichkeit, sich mit etwas ab zu finden“ Ausgehend von Found Footage, Archivmaterialien, Objekten und Gegenständen werden in meinen aktuelle...","rgb(141,211,199)"
-21.359516,20.674257,Gerechtigkeit - Tarot,Eric Hubbes,2023,0,,0121,,<b>Gerechtigkeit - Tarot</b><br>Artist: Eric Hubbes<br>Year: 2023<br>Cluster: 0<br>Shelf: nan<br>ID: 0121,"rgb(141,211,199)"
-0.25915837,-11.024316,Die Herrscherin – Tarrot ,Eric Hubbes,2023,0,,0125,,<b>Die Herrscherin – Tarrot </b><br>Artist: Eric Hubbes<br>Year: 2023<br>Cluster: 0<br>Shelf: nan<br>ID: 0125,"rgb(141,211,199)"
-16.30471,20.782562,Quälgeist,Eric Hubbes,2020,0,,0119,,<b>Quälgeist</b><br>Artist: Eric Hubbes<br>Year: 2020<br>Cluster: 0<br>Shelf: nan<br>ID: 0119,"rgb(141,211,199)"
9.98436,2.032856,guest + host = ghost,Deniz Ahmet Saridas,2023,0,,0053,,<b>guest + host = ghost</b><br>Artist: Deniz Ahmet Saridas<br>Year: 2023<br>Cluster: 0<br>Shelf: nan<br>ID: 0053,"rgb(141,211,199)"
-5.435453,23.146822,Domestic Bliss,Lillith Sachsenhauser,2024,0,,0316,,<b>Domestic Bliss</b><br>Artist: Lillith Sachsenhauser<br>Year: 2024<br>Cluster: 0<br>Shelf: nan<br>ID: 0316,"rgb(141,211,199)"
3.06499,-5.946519,Ordner 5,Helene Kuschnarew,2020–2024,0,,0007,,<b>Ordner 5</b><br>Artist: Helene Kuschnarew<br>Year: 2020–2024<br>Cluster: 0<br>Shelf: nan<br>ID: 0007,"rgb(141,211,199)"
0.55604815,-3.884391,Fontänenmodul,Paula Rinderle,2024,0,,0070,,<b>Fontänenmodul</b><br>Artist: Paula Rinderle<br>Year: 2024<br>Cluster: 0<br>Shelf: nan<br>ID: 0070,"rgb(141,211,199)"
6.7518816,-22.47454,Catch me off guard,Janis Löhrer,2022,0,,0144,,<b>Catch me off guard</b><br>Artist: Janis Löhrer<br>Year: 2022<br>Cluster: 0<br>Shelf: nan<br>ID: 0144,"rgb(141,211,199)"
-21.401453,21.345568,Hierophant - Tarot,Eric Hubbes,2023,0,,0124,,<b>Hierophant - Tarot</b><br>Artist: Eric Hubbes<br>Year: 2023<br>Cluster: 0<br>Shelf: nan<br>ID: 0124,"rgb(141,211,199)"
16.396614,-4.453736,Mond 1,Sophie Isabel Urban,2022,0,,0165,,<b>Mond 1</b><br>Artist: Sophie Isabel Urban<br>Year: 2022<br>Cluster: 0<br>Shelf: nan<br>ID: 0165,"rgb(141,211,199)"
16.623026,-7.769713,Slice me nice,Madlin Bentlage,2023,0,,0195,,<b>Slice me nice</b><br>Artist: Madlin Bentlage<br>Year: 2023<br>Cluster: 0<br>Shelf: nan<br>ID: 0195,"rgb(141,211,199)"
19.987265,-6.392527,Orange Eclipse,Manuel Boden,2022,0,,0085,,<b>Orange Eclipse</b><br>Artist: Manuel Boden<br>Year: 2022<br>Cluster: 0<br>Shelf: nan<br>ID: 0085,"rgb(141,211,199)"
-14.302514,18.971542,Hospelt Strasse,Eric Hubbes,2020,0,,0112,,<b>Hospelt Strasse</b><br>Artist: Eric Hubbes<br>Year: 2020<br>Cluster: 0<br>Shelf: nan<br>ID: 0112,"rgb(141,211,199)"
-14.018982,19.664045,Meine Ecke in Ehrenfeld,Eric Hubbes,2020,0,,0113,,<b>Meine Ecke in Ehrenfeld</b><br>Artist: Eric Hubbes<br>Year: 2020<br>Cluster: 0<br>Shelf: nan<br>ID: 0113,"rgb(141,211,199)"
10.879554,-12.608772,Kummer,Eric Hubbes,2020,0,,0118,,<b>Kummer</b><br>Artist: Eric Hubbes<br>Year: 2020<br>Cluster: 0<br>Shelf: nan<br>ID: 0118,"rgb(141,211,199)"
-3.2024722,22.96721,o.T. ,Manuel Boden,2024,0,,0084,,<b>o.T. </b><br>Artist: Manuel Boden<br>Year: 2024<br>Cluster: 0<br>Shelf: nan<br>ID: 0084,"rgb(141,211,199)"
